symbol,tv_ticker,sector,industry,description,grade,pass_tf,on_list,w1_score,d1_score,score,price,note
WULF,NASDAQ:WULF,Technology services,Data processing services,TeraWulf Inc.,B,,False,2,0,2,28.31,W1 2/3：量價配合 | D1 0/3：未達
ACA,NYSE:ACA,Non-energy minerals,Construction materials,"Arcosa, Inc.",C,,False,1,0,1,144.9,W1 1/3：MA轉上 | D1 0/3：未達
ALLY,NYSE:ALLY,Finance,Finance/Rental/Leasing,Ally Financial Inc.,C,,False,0,1,1,45.57,W1 0/3：未達 | D1 1/3：MA轉上
AXP,NYSE:AXP,Finance,Finance/Rental/Leasing,American Express Company,C,,False,0,1,1,338.07,W1 0/3：未達 | D1 1/3：MA轉上
CLSK,NASDAQ:CLSK,Technology services,Data processing services,"CleanSpark, Inc.",C,,False,1,0,1,17.45,W1 1/3：升量>跌量 | D1 0/3：未達
CMI,NYSE:CMI,Producer manufacturing,Auto parts: OEM,Cummins Inc.,C,,False,0,1,1,724.93,W1 0/3：未達 | D1 1/3：MA轉上
CNC,NYSE:CNC,Health services,Managed health care,Centene Corporation,C,,False,1,0,1,63.68,W1 1/3：MA轉上 | D1 0/3：未達
COLB,NASDAQ:COLB,Finance,Regional banks,"Columbia Banking System, Inc.",C,,False,1,0,1,30.87,W1 1/3：MA轉上 | D1 0/3：未達
CPAY,NYSE:CPAY,Commercial services,Miscellaneous commercial services,"Corpay, Inc.",C,,False,1,0,1,347.17,W1 1/3：MA轉上 | D1 0/3：未達
CR,NYSE:CR,Electronic technology,Aerospace & defense,Crane Company,C,,False,1,0,1,215.13,W1 1/3：MA轉上 | D1 0/3：未達
DKS,NYSE:DKS,Retail trade,Specialty stores,Dick's Sporting Goods Inc,C,,False,0,1,1,238.57,W1 0/3：未達 | D1 1/3：MA轉上
EXP,NYSE:EXP,Non-energy minerals,Construction materials,Eagle Materials Inc,C,,False,1,0,1,223.5,W1 1/3：跌K量低 | D1 0/3：未達
FCX,NYSE:FCX,Non-energy minerals,Other metals/Minerals,"Freeport-McMoRan, Inc.",C,,False,1,0,1,69.21,W1 1/3：MA轉上 | D1 0/3：未達
FIX,NYSE:FIX,Industrial services,Engineering & construction,"Comfort Systems USA, Inc.",C,,False,0,1,1,2066.51,W1 0/3：未達 | D1 1/3：MA轉上
HBM,NYSE:HBM,Non-energy minerals,Other metals/Minerals,Hudbay Minerals Inc.,C,,False,1,0,1,27.91,W1 1/3：MA轉上 | D1 0/3：未達
HGV,NYSE:HGV,Finance,Real estate development,Hilton Grand Vacations Inc.,C,,False,1,0,1,52.08,W1 1/3：MA轉上 | D1 0/3：未達
HIMX,NASDAQ:HIMX,Electronic technology,Semiconductors,"Himax Technologies, Inc.",C,,False,1,0,1,18.54,W1 1/3：跌K量低 | D1 0/3：未達
IVZ,NYSE:IVZ,Finance,Investment managers,Invesco Ltd,C,,False,1,0,1,28.78,W1 1/3：MA轉上 | D1 0/3：未達
MCHP,NASDAQ:MCHP,Electronic technology,Semiconductors,Microchip Technology Incorporated,C,,False,0,1,1,102.71,W1 0/3：未達 | D1 1/3：MA轉上
MRCY,NASDAQ:MRCY,Electronic technology,Aerospace & defense,Mercury Systems Inc,C,,False,1,0,1,111.76,W1 1/3：MA轉上 | D1 0/3：未達
MTRN,NYSE:MTRN,Electronic technology,Electronic equipment/Instruments,Materion Corporation,C,,False,1,0,1,277.68,W1 1/3：跌K量低 | D1 0/3：未達
PPG,NYSE:PPG,Process industries,Industrial specialties,"PPG Industries, Inc.",C,,False,1,0,1,118.92,W1 1/3：MA轉上 | D1 0/3：未達
SCCO,NYSE:SCCO,Non-energy minerals,Other metals/Minerals,Southern Copper Corporation,C,,False,1,0,1,189.91,W1 1/3：MA轉上 | D1 0/3：未達
SEI,NYSE:SEI,Industrial services,Oilfield services/Equipment,"Solaris Energy Infrastructure, Inc.",C,,False,0,1,1,82.17,W1 0/3：未達 | D1 1/3：MA轉上
TTMI,NASDAQ:TTMI,Electronic technology,Electronic components,"TTM Technologies, Inc.",C,,False,0,1,1,221.47,W1 0/3：未達 | D1 1/3：MA轉上
UPS,NYSE:UPS,Transportation,Air freight/Couriers,"United Parcel Service, Inc.",C,,False,1,0,1,107.24,W1 1/3：MA轉上 | D1 0/3：未達
VSH,NYSE:VSH,Electronic technology,Electronic production equipment,"Vishay Intertechnology, Inc.",C,,False,0,1,1,64.27,W1 0/3：未達 | D1 1/3：跌K量低
WSM,NYSE:WSM,Retail trade,Specialty stores,"Williams-Sonoma, Inc.",C,,False,1,0,1,226.06,W1 1/3：MA轉上 | D1 0/3：未達
AA,NYSE:AA,Non-energy minerals,Aluminum,Alcoa Corporation,C,,False,0,0,0,58.35,W1 0/3：未達 | D1 0/3：未達
AAOI,NASDAQ:AAOI,Electronic technology,Semiconductors,"Applied Optoelectronics, Inc.",C,,False,0,0,0,171.23,W1 0/3：未達 | D1 0/3：未達
ADPT,NASDAQ:ADPT,Health technology,Biotechnology,Adaptive Biotechnologies Corporation,C,,False,0,0,0,17.37,W1 0/3：未達 | D1 0/3：未達
ALGM,NASDAQ:ALGM,Electronic technology,Semiconductors,"Allegro MicroSystems, Inc.",C,,False,0,0,0,61.58,W1 0/3：未達 | D1 0/3：未達
AMAT,NASDAQ:AMAT,Producer manufacturing,Industrial machinery,"Applied Materials, Inc.",C,,False,0,0,0,640.18,W1 0/3：未達 | D1 0/3：未達
AMD,NASDAQ:AMD,Electronic technology,Semiconductors,"Advanced Micro Devices, Inc.",C,,False,0,0,0,551.63,W1 0/3：未達 | D1 0/3：未達
AMSC,NASDAQ:AMSC,Producer manufacturing,Electrical products,American Superconductor Corporation,C,,False,0,0,0,45.33,W1 0/3：未達 | D1 0/3：未達
ARCB,NASDAQ:ARCB,Transportation,Trucking,ArcBest Corporation,C,,False,0,0,0,145.6,W1 0/3：未達 | D1 0/3：未達
ASX,NYSE:ASX,Electronic technology,Semiconductors,"ASE Technology Holding Co., Ltd.",C,,False,0,0,0,43.62,W1 0/3：未達 | D1 0/3：未達
ATI,NYSE:ATI,Non-energy minerals,Other metals/Minerals,ATI Inc.,C,,False,0,0,0,204.09,W1 0/3：未達 | D1 0/3：未達
AVT,NASDAQ:AVT,Distribution services,Electronics distributors,"Avnet, Inc.",C,,False,0,0,0,92.45,W1 0/3：未達 | D1 0/3：未達
BCS,NYSE:BCS,Finance,Investment banks/Brokers,Barclays PLC,C,,False,0,0,0,27.29,W1 0/3：未達 | D1 0/3：未達
BELFB,NASDAQ:BELFB,Electronic technology,Electronic components,Bel Fuse Inc.,C,,False,0,0,0,304.33,W1 0/3：未達 | D1 0/3：未達
BFH,NYSE:BFH,Finance,Finance/Rental/Leasing,"Bread Financial Holdings, Inc.",C,,False,0,0,0,103.68,W1 0/3：未達 | D1 0/3：未達
BHP,NYSE:BHP,Non-energy minerals,Steel,BHP Group Limited,C,,False,0,0,0,85.78,W1 0/3：未達 | D1 0/3：未達
BRUN,NASDAQ:BRUN,Technology services,Packaged software,Boost Run Inc.,C,,False,0,0,0,34.71,W1 0/3：未達 | D1 0/3：未達
BWXT,NYSE:BWXT,Electronic technology,Aerospace & defense,"BWX Technologies, Inc.",C,,False,0,0,0,210.0,W1 0/3：未達 | D1 0/3：未達
C,NYSE:C,Finance,Major banks,"Citigroup, Inc.",C,,False,0,0,0,145.67,W1 0/3：未達 | D1 0/3：未達
CCJ,NYSE:CCJ,Non-energy minerals,Other metals/Minerals,Cameco Corporation,C,,False,0,0,0,107.07,W1 0/3：未達 | D1 0/3：未達
CIEN,NYSE:CIEN,Electronic technology,Telecommunications equipment,Ciena Corporation,C,,False,0,0,0,460.33,W1 0/3：未達 | D1 0/3：未達
CMC,NYSE:CMC,Non-energy minerals,Steel,Commercial Metals Company,C,,False,0,0,0,73.29,W1 0/3：未達 | D1 0/3：未達
CRWD,NASDAQ:CRWD,Technology services,Packaged software,"CrowdStrike Holdings, Inc.",C,,False,0,0,0,675.44,W1 0/3：未達 | D1 0/3：未達
DFTX,NASDAQ:DFTX,Health technology,Pharmaceuticals: major,"Definium Therapeutics, Inc.",C,,False,0,0,0,36.67,W1 0/3：未達 | D1 0/3：未達
DNN,AMEX:DNN,Non-energy minerals,Other metals/Minerals,Denison Mines Corp,C,,False,0,0,0,3.27,W1 0/3：未達 | D1 0/3：未達
ENS,NYSE:ENS,Producer manufacturing,Electrical products,EnerSys,C,,False,0,0,0,232.94,W1 0/3：未達 | D1 0/3：未達
FIVE,NASDAQ:FIVE,Retail trade,Discount stores,"Five Below, Inc.",C,,False,0,0,0,193.45,W1 0/3：未達 | D1 0/3：未達
FN,NYSE:FN,Electronic technology,Semiconductors,Fabrinet,C,,False,0,0,0,617.09,W1 0/3：未達 | D1 0/3：未達
FORM,NASDAQ:FORM,Electronic technology,Semiconductors,"FormFactor, Inc.",C,,False,0,0,0,156.66,W1 0/3：未達 | D1 0/3：未達
GFS,NASDAQ:GFS,Electronic technology,Semiconductors,GlobalFoundries Inc.,C,,False,0,0,0,89.67,W1 0/3：未達 | D1 0/3：未達
GM,NYSE:GM,Consumer durables,Motor vehicles,General Motors Company,C,,False,0,0,0,80.43,W1 0/3：未達 | D1 0/3：未達
GOOG,NASDAQ:GOOG,Technology services,Internet software/Services,Alphabet Inc.,C,,False,0,0,0,348.78,W1 0/3：未達 | D1 0/3：未達
GOOGL,NASDAQ:GOOGL,Technology services,Internet software/Services,Alphabet Inc.,C,,False,0,0,0,349.68,W1 0/3：未達 | D1 0/3：未達
IBKR,NASDAQ:IBKR,Finance,Investment banks/Brokers,"Interactive Brokers Group, Inc.",C,,False,0,0,0,96.82,W1 0/3：未達 | D1 0/3：未達
IRDM,NASDAQ:IRDM,Communications,Specialty telecommunications,Iridium Communications Inc,C,,False,0,0,0,43.3,W1 0/3：未達 | D1 0/3：未達
JBHT,NASDAQ:JBHT,Transportation,Trucking,"J.B. Hunt Transport Services, Inc.",C,,False,0,0,0,273.48,W1 0/3：未達 | D1 0/3：未達
JBL,NYSE:JBL,Producer manufacturing,Industrial machinery,Jabil Inc.,C,,False,0,0,0,377.24,W1 0/3：未達 | D1 0/3：未達
JEF,NYSE:JEF,Finance,Investment banks/Brokers,Jefferies Financial Group Inc.,C,,False,0,0,0,62.81,W1 0/3：未達 | D1 0/3：未達
KEEL,NASDAQ:KEEL,Technology services,Data processing services,Keel Infrastructure Corp.,C,,False,0,0,0,6.66,W1 0/3：未達 | D1 0/3：未達
KLAC,NASDAQ:KLAC,Electronic technology,Semiconductors,KLA Corporation,C,,False,0,0,0,269.16,W1 0/3：未達 | D1 0/3：未達
KMX,NYSE:KMX,Retail trade,Specialty stores,CarMax Inc,C,,False,0,0,0,52.4,W1 0/3：未達 | D1 0/3：未達
LRCX,NASDAQ:LRCX,Producer manufacturing,Industrial machinery,Lam Research Corporation,C,,False,0,0,0,409.54,W1 0/3：未達 | D1 0/3：未達
MAC,NYSE:MAC,Finance,Real estate investment trusts,Macerich Company (The),C,,False,0,0,0,24.04,W1 0/3：未達 | D1 0/3：未達
MGNI,NASDAQ:MGNI,Technology services,Packaged software,"Magnite, Inc.",C,,False,0,0,0,17.45,W1 0/3：未達 | D1 0/3：未達
MMM,NYSE:MMM,Producer manufacturing,Industrial conglomerates,3M Company,C,,False,0,0,0,163.22,W1 0/3：未達 | D1 0/3：未達
MPWR,NASDAQ:MPWR,Electronic technology,Semiconductors,"Monolithic Power Systems, Inc.",C,,False,0,0,0,1537.88,W1 0/3：未達 | D1 0/3：未達
MTCH,NASDAQ:MTCH,Technology services,Internet software/Services,"Match Group, Inc.",C,,False,0,0,0,35.24,W1 0/3：未達 | D1 0/3：未達
MTZ,NYSE:MTZ,Industrial services,Engineering & construction,"MasTec, Inc.",C,,False,0,0,0,406.32,W1 0/3：未達 | D1 0/3：未達
MU,NASDAQ:MU,Electronic technology,Semiconductors,"Micron Technology, Inc.",C,,False,0,0,0,1211.38,W1 0/3：未達 | D1 0/3：未達
NKTR,NASDAQ:NKTR,Health technology,Pharmaceuticals: major,Nektar Therapeutics,C,,False,0,0,0,65.7,W1 0/3：未達 | D1 0/3：未達
NOK,NYSE:NOK,Electronic technology,Telecommunications equipment,Nokia Corporation Sponsored,C,,False,0,0,0,14.43,W1 0/3：未達 | D1 0/3：未達
NVDA,NASDAQ:NVDA,Electronic technology,Semiconductors,NVIDIA Corporation,C,,False,0,0,0,208.65,W1 0/3：未達 | D1 0/3：未達
NVMI,NASDAQ:NVMI,Electronic technology,Electronic equipment/Instruments,Nova Ltd.,C,,False,0,0,0,583.1,W1 0/3：未達 | D1 0/3：未達
NXPI,NASDAQ:NXPI,Electronic technology,Semiconductors,NXP Semiconductors N.V.,C,,False,0,0,0,323.24,W1 0/3：未達 | D1 0/3：未達
ON,NASDAQ:ON,Electronic technology,Semiconductors,ON Semiconductor Corporation,C,,False,0,0,0,131.55,W1 0/3：未達 | D1 0/3：未達
P,NYSE:P,Electronic technology,Computer peripherals,"Everpure, Inc.",C,,False,0,0,0,77.04,W1 0/3：未達 | D1 0/3：未達
PL,NYSE:PL,Technology services,Packaged software,Planet Labs PBC,C,,False,0,0,0,28.77,W1 0/3：未達 | D1 0/3：未達
PRAX,NASDAQ:PRAX,Health technology,Pharmaceuticals: major,"Praxis Precision Medicines, Inc.",C,,False,0,0,0,303.39,W1 0/3：未達 | D1 0/3：未達
RBRK,NYSE:RBRK,Technology services,Information technology services,"Rubrik, Inc.",C,,False,0,0,0,70.53,W1 0/3：未達 | D1 0/3：未達
RIO,NYSE:RIO,Non-energy minerals,Other metals/Minerals,Rio Tinto Plc,C,,False,0,0,0,99.36,W1 0/3：未達 | D1 0/3：未達
RLAY,NASDAQ:RLAY,Health technology,Biotechnology,"Relay Therapeutics, Inc.",C,,False,0,0,0,17.28,W1 0/3：未達 | D1 0/3：未達
RMBS,NASDAQ:RMBS,Electronic technology,Semiconductors,"Rambus, Inc.",C,,False,0,0,0,140.35,W1 0/3：未達 | D1 0/3：未達
RRX,NYSE:RRX,Producer manufacturing,Electrical products,Regal Rexnord Corporation,C,,False,0,0,0,231.28,W1 0/3：未達 | D1 0/3：未達
SAIA,NASDAQ:SAIA,Transportation,Trucking,"Saia, Inc.",C,,False,0,0,0,436.05,W1 0/3：未達 | D1 0/3：未達
SANM,NASDAQ:SANM,Electronic technology,Electronic production equipment,Sanmina Corporation,C,,False,0,0,0,253.45,W1 0/3：未達 | D1 0/3：未達
SIMO,NASDAQ:SIMO,Electronic technology,Semiconductors,Silicon Motion Technology Corporation,C,,False,0,0,0,336.9,W1 0/3：未達 | D1 0/3：未達
SITM,NASDAQ:SITM,Electronic technology,Semiconductors,SiTime Corporation,C,,False,0,0,0,753.12,W1 0/3：未達 | D1 0/3：未達
SNPS,NASDAQ:SNPS,Technology services,Packaged software,"Synopsys, Inc.",C,,False,0,0,0,464.58,W1 0/3：未達 | D1 0/3：未達
SON,NYSE:SON,Process industries,Containers/Packaging,Sonoco Products Company,C,,False,0,0,0,50.46,W1 0/3：未達 | D1 0/3：未達
SPHR,NYSE:SPHR,Consumer services,Media conglomerates,Sphere Entertainment Co.,C,,False,0,0,0,157.24,W1 0/3：未達 | D1 0/3：未達
SSRM,NASDAQ:SSRM,Non-energy minerals,Precious metals,SSR Mining Inc.,C,,False,0,0,0,30.72,W1 0/3：未達 | D1 0/3：未達
STLD,NASDAQ:STLD,Non-energy minerals,Steel,"Steel Dynamics, Inc.",C,,False,0,0,0,250.98,W1 0/3：未達 | D1 0/3：未達
STT,NYSE:STT,Finance,Finance/Rental/Leasing,State Street Corporation,C,,False,0,0,0,173.71,W1 0/3：未達 | D1 0/3：未達
SWKS,NASDAQ:SWKS,Electronic technology,Semiconductors,"Skyworks Solutions, Inc.",C,,False,0,0,0,76.18,W1 0/3：未達 | D1 0/3：未達
SYF,NYSE:SYF,Finance,Finance/Rental/Leasing,Synchrony Financial,C,,False,0,0,0,75.71,W1 0/3：未達 | D1 0/3：未達
TECK,NYSE:TECK,Non-energy minerals,Other metals/Minerals,Teck Resources Ltd,C,,False,0,0,0,63.54,W1 0/3：未達 | D1 0/3：未達
TFII,NYSE:TFII,Transportation,Trucking,TFI International Inc.,C,,False,0,0,0,146.85,W1 0/3：未達 | D1 0/3：未達
TTWO,NASDAQ:TTWO,Technology services,Packaged software,"Take-Two Interactive Software, Inc.",C,,False,0,0,0,239.57,W1 0/3：未達 | D1 0/3：未達
UMC,NYSE:UMC,Electronic technology,Semiconductors,United Microelectronics Corporation (NEW),C,,False,0,0,0,27.5,W1 0/3：未達 | D1 0/3：未達
VALE,NYSE:VALE,Non-energy minerals,Steel,VALE S.A.,C,,False,0,0,0,15.71,W1 0/3：未達 | D1 0/3：未達
VIAV,NASDAQ:VIAV,Technology services,Information technology services,Viavi Solutions Inc.,C,,False,0,0,0,52.94,W1 0/3：未達 | D1 0/3：未達
VNO,NYSE:VNO,Finance,Real estate investment trusts,Vornado Realty Trust,C,,False,0,0,0,37.58,W1 0/3：未達 | D1 0/3：未達
VSAT,NASDAQ:VSAT,Electronic technology,Telecommunications equipment,"ViaSat, Inc.",C,,False,0,0,0,64.23,W1 0/3：未達 | D1 0/3：未達
WBD,NASDAQ:WBD,Consumer services,Cable/Satellite TV,"Warner Bros. Discovery, Inc. - Series A",C,,False,0,0,0,26.95,W1 0/3：未達 | D1 0/3：未達
